SentenceID,Transcript,Device
speaker54_m_nn_utt28,aku weruh awan putih mbentuk kaya prau gedhé sing mlaku pelan ing langit,Samsung S24
speaker54_m_nn_utt29,pakdeku seneng nonton wayang kulit nganti bisa crita ulang kabeh dalane lakon,Samsung S24
speaker54_m_nn_utt30,ing dalem lawas simbah ana lemari sing yen dibukak muni “kreek” kaya lagi nyritakake umuré,Samsung S24
speaker55_m_nn_utt01,aku arep lunga dhisik,Samsung S23 Ultra
speaker55_m_nn_utt02,kowe mangan apa dina iki,Samsung S23 Ultra
speaker55_m_nn_utt03,aku durung siap iki,Samsung S23 Ultra
speaker55_m_nn_utt04,omahmu adoh saka kene,Samsung S23 Ultra
speaker55_m_nn_utt05,kowe kudu sinau luwih,Samsung S23 Ultra
speaker55_m_nn_utt06,dina iki panas banget,Samsung S23 Ultra
speaker55_m_nn_utt07,ayo dolan bareng,Samsung S23 Ultra
speaker55_m_nn_utt08,aku pengin turu rumiyin,Samsung S23 Ultra
speaker55_m_nn_utt09,sepur mau wis mangkat,Samsung S23 Ultra
speaker55_m_nn_utt10,kowe kudu luwih sabar,Samsung S23 Ultra
speaker55_m_nn_utt11,kucingku ilang wingi sore,Samsung S23 Ultra
speaker55_m_nn_utt12,aku tuku sayur nang pasar,Samsung S23 Ultra
speaker55_m_nn_utt13,ayo mangan bareng wae,Samsung S23 Ultra
speaker55_m_nn_utt14,sepatuku teles kena udan,Samsung S23 Ultra
speaker55_m_nn_utt15,kowe ngerti dalane ora,Samsung S23 Ultra
speaker55_m_nn_utt16,ayo bali wae saiki,Samsung S23 Ultra
speaker55_m_nn_utt17,wingi aku menyang omahmu,Samsung S23 Ultra
speaker55_m_nn_utt18,ati ati yen numpak motor,Samsung S23 Ultra
speaker55_m_nn_utt19,kowe apik tenan dina iki,Samsung S23 Ultra
speaker55_m_nn_utt20,sepeda iki rusak kabeh,Samsung S23 Ultra
speaker55_m_nn_utt21,aku pengin ngopi dhisik,Samsung S23 Ultra
speaker55_m_nn_utt22,aku kudu lunga saiki,Samsung S23 Ultra
speaker55_m_nn_utt23,segane wis entek,Samsung S23 Ultra
speaker55_m_nn_utt24,kowe ngerti jenenge ora,Samsung S23 Ultra
speaker55_m_nn_utt25,kowe oleh mlebu kene,Samsung S23 Ultra
speaker55_m_nn_utt26,aja lali mangan,Samsung S23 Ultra
speaker55_m_nn_utt27,sepur teka sebentar maneh,Samsung S23 Ultra
speaker55_m_nn_utt28,ayo ndandani meja kuwi,Samsung S23 Ultra
speaker55_m_nn_utt29,ayo padha mlaku mlaku sore,Samsung S23 Ultra
speaker55_m_nn_utt30,piye kabare nduk,Samsung S23 Ultra
speaker56_m_nn_utt01,aku inggih sae matur nuwun,Iphone 15 Pro Max
speaker56_m_nn_utt02,kowe kados pundi kabarmu dina iki,Iphone 15 Pro Max
speaker56_m_nn_utt03,aku mung sarek sarek dhisik terus arep sinau maneh,Iphone 15 Pro Max
speaker56_m_nn_utt04,nyuwun sewu aku durung saged mangsuli dhisik,Iphone 15 Pro Max
speaker56_m_nn_utt05,yen kowe kersa ayo bebarengan ndeleng materine rumiyin,Iphone 15 Pro Max
speaker56_m_nn_utt06,aku mung nyuwun piwulang sethithik wae,Iphone 15 Pro Max
speaker56_m_nn_utt07,kowe saged ngendika malih kanthi alon alon,Iphone 15 Pro Max
speaker56_m_nn_utt08,mugi mugi usaha kowe kasil kanthi sae,Iphone 15 Pro Max
speaker56_m_nn_utt09,aku lagi nyuwun cathetan saka kanca,Iphone 15 Pro Max
speaker56_m_nn_utt10,aku arep nggawe rangkuman saka piwulang iki,Iphone 15 Pro Max
speaker56_m_nn_utt11,aku nyoba mangerteni piwulange,Iphone 15 Pro Max
speaker56_m_nn_utt12,aku arep ngirim layang elektronik sawise rampung nyunting,Iphone 15 Pro Max
speaker56_m_nn_utt13,aku lagi mriksa menawa ana kalepatan tulisan,Iphone 15 Pro Max
speaker56_m_nn_utt14,mugi dinae kowe lancar,Iphone 15 Pro Max
speaker56_m_nn_utt15,aku kersa sinau bareng,Iphone 15 Pro Max
speaker56_m_nn_utt16,nyuwun pirsa punika sampun leres durung,Iphone 15 Pro Max
speaker56_m_nn_utt17,aku remen sinau bab iki,Iphone 15 Pro Max
speaker56_m_nn_utt18,nyuwun pangapunten aku durung mangertos,Iphone 15 Pro Max
speaker56_m_nn_utt19,aku lagi nyiapake laporan cilik,Iphone 15 Pro Max
speaker56_m_nn_utt20,mugi rembugan iki migunani,Iphone 15 Pro Max
speaker56_m_nn_utt21,aku ngenteni piwulang sabanjure,Iphone 15 Pro Max
speaker56_m_nn_utt22,aku arep ngirim berkas iki,Iphone 15 Pro Max
speaker56_m_nn_utt23,kowe kersa lungguh mrene,Iphone 15 Pro Max
speaker56_m_nn_utt24,aku nembe rampung sinau,Iphone 15 Pro Max
speaker56_m_nn_utt25,kowe kados pundi kabarmu,Iphone 15 Pro Max
speaker56_m_nn_utt26,aku arep wangsul rumiyin,Iphone 15 Pro Max
speaker56_m_nn_utt27,nyuwun sewu aku rada telat,Iphone 15 Pro Max
speaker56_m_nn_utt28,aku pengin ngaso sekedhap,Iphone 15 Pro Max
speaker56_m_nn_utt29,aku badhe ngatur jadwal maneh,Iphone 15 Pro Max
speaker56_m_nn_utt30,aku nyuwun tulung sethithik,Iphone 15 Pro Max
speaker57_m_nn_utt01,aku arep mangan sek,iphone 7 plus
speaker57_m_nn_utt02,kowe wis tangi durung,iphone 7 plus
speaker57_m_nn_utt03,ayo lunga bareng,iphone 7 plus
speaker57_m_nn_utt04,opo kowe wis siyap,iphone 7 plus
speaker57_m_nn_utt05,aku ora paham maksude,iphone 7 plus
speaker57_m_nn_utt06,benten ora popo santai wae,iphone 7 plus
speaker57_m_nn_utt07,mangan pisan ben ora laper,iphone 7 plus
speaker57_m_nn_utt08,kowe arep menyang endi,iphone 7 plus
speaker57_m_nn_utt09,aku bali dhisik yo,iphone 7 plus
speaker57_m_nn_utt10,wingi aku lali nggawa dompet,iphone 7 plus
speaker57_m_nn_utt11,opo kowe krungu swarane,iphone 7 plus
speaker57_m_nn_utt12,dina iki panas banget,iphone 7 plus
speaker57_m_nn_utt13,ayo cepet wis kasep iki,iphone 7 plus
speaker57_m_nn_utt14,kowe apik tenan dina iki,iphone 7 plus
speaker57_m_nn_utt15,opo iki bener carane,iphone 7 plus
speaker57_m_nn_utt16,aku mung arep takon sethitik,iphone 7 plus
speaker57_m_nn_utt17,ayo ngaso sebentar,iphone 7 plus
speaker57_m_nn_utt18,opo kowe lagi sibuk saiki,iphone 7 plus
speaker57_m_nn_utt19,tak bantu yen perlu,iphone 7 plus
speaker57_m_nn_utt20,aku seneng ketemu kowe,iphone 7 plus
speaker57_m_nn_utt21,opo kowe wis rampung kerja,iphone 7 plus
speaker57_m_nn_utt22,ayo tuku jajanan nang pasar,iphone 7 plus
speaker57_m_nn_utt23,aku kesel pengin turu,iphone 7 plus
speaker57_m_nn_utt24,kowe ojo lali nggawa payung,iphone 7 plus
speaker57_m_nn_utt25,dina iki akeh kerjaan,iphone 7 plus
speaker57_m_nn_utt26,opo kowe ngerti dalane,iphone 7 plus
speaker57_m_nn_utt27,matur nuwun sanget yo,iphone 7 plus
speaker57_m_nn_utt28,opo ana sing kurang jelas,iphone 7 plus
speaker57_m_nn_utt29,wis ayo mulih wae,iphone 7 plus
speaker57_m_nn_utt30,aku nyoba sing paling gampang dhisik,iphone 7 plus
speaker58_m_n_utt01,uwis wayahe mulih sekolah,
speaker58_m_n_utt02,isuk isuk tangi turu langsung mlaku mlaku,
speaker58_m_n_utt03,dina sabtu aku dolan menyang sawah,
speaker58_m_n_utt04,mending tuku sate nimbang tuku wedus e,
speaker58_m_n_utt05,nek mangan ojo karo ngomong,
speaker58_m_n_utt06,orak iso mangan karo turu,
speaker58_m_n_utt07,ayo sinau ben dadi wong pinter,
speaker58_m_n_utt08,wong tuwo ojo digawe dolanan,
speaker58_m_n_utt09,kowe karo aku iku podo wae,
speaker58_m_n_utt10,aku arep lunga dhisik,
speaker58_m_n_utt11,matur nuwun wis isa mbantuni aku,
speaker58_m_n_utt12,orak ngerti aku maksude opo,
speaker58_m_n_utt13,ojo lali nek ono tugas dikerjake,
speaker58_m_n_utt14,karepmu piye nek wis ngene iki,
speaker58_m_n_utt15,orak usah kuatir kabeh wis ono dalane,
speaker58_m_n_utt16,tulung nek bengi bengi ojo kakehan ngomong,
speaker58_m_n_utt17,wis wayahe solat ojo cekikikan,
speaker58_m_n_utt18,awakku loro kabeh mergo salah gerak,
speaker58_m_n_utt19,sepurane yen aku akeh salah,
speaker58_m_n_utt20,mangga mlebu dhisik,
speaker58_m_n_utt21,kabari aku nek wis tekan omah,
speaker58_m_n_utt22,ngopo kok kowe orak ngangkat telponku,
speaker58_m_n_utt23,bocah cilik isone mung ngapusi wong tuwo,
speaker58_m_n_utt24,gethuk asale seko telo,
speaker58_m_n_utt25,sing sabar nek entuk cilaka,
speaker58_m_n_utt26,sesuk tekane ojo telat maneh,
speaker58_m_n_utt27,bar ngarit ojo lali adus,
speaker58_m_n_utt28,aku krungu wingi ono sing mantu,
speaker58_m_n_utt29,dina iki panase ora karuan,
speaker58_m_n_utt30,masalah sepele ora usah diributke,
speaker59_m_n_utt01,piye kabarmu dina iki aku kangen,Samsung Galaxy A55
speaker59_m_n_utt02,nek ngantuk yo turu wae saiki,Samsung Galaxy A55
speaker59_m_n_utt03,aku arep lunga ning pasar tuku sayur lan lombok abang,Samsung Galaxy A55
speaker59_m_n_utt04,ibuku lagi nggodhok wedang jahe neng pawon amarga adhem,Samsung Galaxy A55
speaker59_m_n_utt05,adikku nesu amarga mobil mobilane rusak,Samsung Galaxy A55
speaker59_m_n_utt06,aku wedi liwat alas yen wis wayah bengi,Samsung Galaxy A55
speaker59_m_n_utt07,kamarku yen wingi dadi adem banget nganti ora butuh kipas,Samsung Galaxy A55
speaker59_m_n_utt08,aku seneng dolanan bareng kanca kancaku sawise balek sekolah,Samsung Galaxy A55
speaker59_m_n_utt09,cah kuwi luwih dhuwur dibandhingke aku,Samsung Galaxy A55
speaker59_m_n_utt10,kampungku sepi banget yen wayahe prei sekolah,Samsung Galaxy A55
speaker59_m_n_utt11,iwak ning pasar ukurane gedhe nanging regane larang,Samsung Galaxy A55
speaker59_m_n_utt12,bapakku lagi ndandani motor neng garasi bareng paklek,Samsung Galaxy A55
speaker59_m_n_utt13,aku lagi sinau maca buku sejarah sing tipise kandel banget,Samsung Galaxy A55
speaker59_m_n_utt14,aku lagi ngumbah klambi ning kamar mandi amarga udane wis mandek,Samsung Galaxy A55
speaker59_m_n_utt15,cah kuwi lagi main bal balan karo kancane ning lapangan,Samsung Galaxy A55
speaker59_m_n_utt16,ayo tangi saiki wis wayahe sekolah,Samsung Galaxy A55
speaker59_m_n_utt17,aku nyawang langit wengi sing padhang mergo ana rembulan,Samsung Galaxy A55
speaker59_m_n_utt18,ojo lali tuku panganan kanggo aku,Samsung Galaxy A55
speaker59_m_n_utt19,bungkuse gedhe nanging isine kopong,Samsung Galaxy A55
speaker59_m_n_utt20,ojo kakehan guyon mengko ora rampung gaweane,Samsung Galaxy A55
speaker59_m_n_utt21,kowe ojo njupuk jajanan kuwi,Samsung Galaxy A55
speaker59_m_n_utt22,kucingku turu neng kursi empuk cedhak jendhela,Samsung Galaxy A55
speaker59_m_n_utt23,yen durung cetho kowe bisa takon saiki,Samsung Galaxy A55
speaker59_m_n_utt24,aku seneng banget yen sore ngombe teh anget bareng ibu,Samsung Galaxy A55
speaker59_m_n_utt25,bapakku lagi ndelok berita sore ning televisi ruang tamu,Samsung Galaxy A55
speaker59_m_n_utt26,kula badhe tumbas sayur wonten pasar,Samsung Galaxy A55
speaker59_m_n_utt27,kula nembe sinau basa jawi wonten kamar,Samsung Galaxy A55
speaker59_m_n_utt28,panjenengan saget ngunjuk teh utawi wedang jahe,Samsung Galaxy A55
speaker59_m_n_utt29,kulo nyuwun tulung nggawa buku punika,Samsung Galaxy A55
speaker59_m_n_utt30,kulo nyuwun tulung tumbas gula wonten warung,Samsung Galaxy A55
speaker60_m_nn_utt01,selamat siang kowe lagi ngapa saiki,Poco M4 Pro
speaker60_m_nn_utt02,aku arep tuku nasi uduk ning warung,Poco M4 Pro
speaker60_m_nn_utt03,kowe wis siap berangkat durung iki,Poco M4 Pro
speaker60_m_nn_utt04,tulung gawakke tas sekolahku ya iku,Poco M4 Pro
speaker60_m_nn_utt05,aku lagi ngerjake tugas rumah kene,Poco M4 Pro
speaker60_m_nn_utt06,adhiku lagi mangan permen ning ruang tamu,Poco M4 Pro
speaker60_m_nn_utt07,bapak arep kondur saka kantor jam nem,Poco M4 Pro
speaker60_m_nn_utt08,ibu lagi nggawe kue ning pawon mburi,Poco M4 Pro
speaker60_m_nn_utt09,aku kepengin ngombe jus jeruk dingin,Poco M4 Pro
speaker60_m_nn_utt10,kowe arep menyang gereja minggu sesuk,Poco M4 Pro
speaker60_m_nn_utt11,aku seneng banget mangan gado gado,Poco M4 Pro
speaker60_m_nn_utt12,sesuk aku libur kuliah sehari penuh,Poco M4 Pro
speaker60_m_nn_utt13,ayo dolan bal balan ning lapangan,Poco M4 Pro
speaker60_m_nn_utt14,kowe lagi ngrungokke musik apa saiki,Poco M4 Pro
speaker60_m_nn_utt15,aku arep lunga menyang toko buku,Poco M4 Pro
speaker60_m_nn_utt16,tulung anterni aku menyang stasiun ya,Poco M4 Pro
speaker60_m_nn_utt17,aku wis rampung nggarap semua tugas,Poco M4 Pro
speaker60_m_nn_utt18,kowe tau mangan rendang padang durung,Poco M4 Pro
speaker60_m_nn_utt19,aku lagi ngenteni ojek online ning pinggir,Poco M4 Pro
speaker60_m_nn_utt20,aja main hp terus kowe kudu istirahat,Poco M4 Pro
speaker60_m_nn_utt21,aku kepengin dolan menyang gunung besok,Poco M4 Pro
speaker60_m_nn_utt22,panas banget cuacane dina iki tenan,Poco M4 Pro
speaker60_m_nn_utt23,kowe wis minum obat sakit kepala durung,Poco M4 Pro
speaker60_m_nn_utt24,aku arep ngresiki jendela kamar iki,Poco M4 Pro
speaker60_m_nn_utt25,tulung mateke kipas angin yen wis adem,Poco M4 Pro
speaker60_m_nn_utt26,aku lagi capek banget pengin istirahat,Poco M4 Pro
speaker60_m_nn_utt27,kowe iso nggawakke bekal makan ora,Poco M4 Pro
speaker60_m_nn_utt28,aku kepengin sinau main piano klasik,Poco M4 Pro
speaker60_m_nn_utt29,ayo makan malam bareng keluarga kene,Poco M4 Pro
speaker60_m_nn_utt30,selamat malam mugi saged turu nyenyak,Poco M4 Pro
speaker61_m_nn_utt01,koe siji sijine aku tresno karo koe,iPhone 15
speaker61_m_nn_utt02,adhiku seneng dolanan bal balan ing lapangan,iPhone 15
speaker61_m_nn_utt03,saben dina kula tangi jam lima esuk,iPhone 15
speaker61_m_nn_utt04,tukang sayur wis liwat ngarepan omah,iPhone 15
speaker61_m_nn_utt05,kucingku turu angler ing dhuwur kursi,iPhone 15
speaker61_m_nn_utt06,dina iki hawane panas banget,iPhone 15
speaker61_m_nn_utt07,kula nyuwun ngapura menawi kula wonten kalepatan,iPhone 15
speaker61_m_nn_utt08,buku crita iki isine lucu banget,iPhone 15
speaker61_m_nn_utt09,sore iki kula arep sinau kelompok bareng kanca kanca,iPhone 15
speaker61_m_nn_utt10,sapi sapi padha ngombe banyu ing kali,iPhone 15
speaker61_m_nn_utt11,bubar udan lemah dadi teles lan lunyu,iPhone 15
speaker61_m_nn_utt12,sepedhahe adhik ana ing njero garasi,iPhone 15
speaker61_m_nn_utt13,kula lagi ngenteni bis kanggo mulih,iPhone 15
speaker61_m_nn_utt14,simbahe lagi njahit klambi anyar,iPhone 15
speaker61_m_nn_utt15,bapak lagi maca koran ing teras omah,iPhone 15
speaker61_m_nn_utt16,panjenengan tindak menyang ngendi bu,iPhone 15
speaker61_m_nn_utt17,tanduran kembang ing pot wis padha mekar,iPhone 15
speaker61_m_nn_utt18,ayo padha kumpul bebarengan ing kene,iPhone 15
speaker61_m_nn_utt19,kula durung nggarap pr matematika,iPhone 15
speaker61_m_nn_utt20,wis telung dina kula ora adus banyu anget,iPhone 15
speaker61_m_nn_utt21,taman kutha saiki katon resik lan asri,iPhone 15
speaker61_m_nn_utt22,pak tani lagi mluku sawah nganggo kebo,iPhone 15
speaker61_m_nn_utt23,nalika liburan kula lunga menyang pantai,iPhone 15
speaker61_m_nn_utt24,susu sapi rasane seger lan enak,iPhone 15
speaker61_m_nn_utt25,kula njupuk sandhangan ing lemari,iPhone 15
speaker61_m_nn_utt26,lampu ing dalan wis padha murub,iPhone 15
speaker61_m_nn_utt27,wong tuwa kudu dihormati lan diajeni,iPhone 15
speaker61_m_nn_utt28,klambine bapak wis suwek kudu didandani,iPhone 15
speaker61_m_nn_utt29,kabeh siswa diwajibake nganggo seragam,iPhone 15
speaker61_m_nn_utt30,lawange omah iku dikunci saka njaba,iPhone 15
speaker62_f_nn_utt01,kula mangkat sekolah numpak motor,Samsung Galaxy A13
speaker62_f_nn_utt02,kula kudu sregep sinau ben pinter lan munggah kelas,Samsung Galaxy A13
speaker62_f_nn_utt03,kula lali ora nggawa buku gambar,Samsung Galaxy A13
speaker62_f_nn_utt04,kanca kancaku isih maca buku ning perpustakaan,Samsung Galaxy A13
speaker62_f_nn_utt05,sesok dino minggu wayahe turu,Samsung Galaxy A13
speaker62_f_nn_utt06,ibu masak sega goreng,Samsung Galaxy A13
speaker62_f_nn_utt07,bar mangan kula ngumbahi klambi ning mburi,Samsung Galaxy A13
speaker62_f_nn_utt08,wong sabar rejekine jembar,Samsung Galaxy A13
speaker62_f_nn_utt09,hawane ning taman iki adem banget,Samsung Galaxy A13
speaker62_f_nn_utt10,ibu maringi kula sangu kanggo jajan ning kantin,Samsung Galaxy A13
speaker62_f_nn_utt11,bu guru isih nerangake babagan sejarah majapahit,Samsung Galaxy A13
speaker62_f_nn_utt12,ujian semesteran wis cedhak kula kudu sing akeh sinau,Samsung Galaxy A13
speaker62_f_nn_utt13,tim bal balan sekolahanku arep tanding,Samsung Galaxy A13
speaker62_f_nn_utt14,sepatu sing dinggo gawe mangkat sekolah kudu warna ireng ora oleh warna warni,Samsung Galaxy A13
speaker62_f_nn_utt15,mugo mugo bijine apik lan bisa ketampa ning sekolah favorit,Samsung Galaxy A13
speaker62_f_nn_utt16,ilmu iku ibarat obor sing madhangi petenge urip,Samsung Galaxy A13
speaker62_f_nn_utt17,cita cita sing dhuwur kudu dibarengi usaha sing mantep,Samsung Galaxy A13
speaker62_f_nn_utt18,ilmu sing migunani iku ilmu sing diamalke lan diajarke marang wong liya,Samsung Galaxy A13
speaker62_f_nn_utt19,mangan iku kanggo urip dudu urip kanggo mangan,Samsung Galaxy A13
speaker62_f_nn_utt20,mugo mugo akhir minggu iki ora ono gawean tambahan kula arep nyantai ning omah karo nonton film,Samsung Galaxy A13
speaker62_f_nn_utt21,regane tiket mlebu borobudur pancen rada larang,Samsung Galaxy A13
speaker62_f_nn_utt22,ibu nyuwun tulung kula ngancani tindhak menyang pasar,Samsung Galaxy A13
speaker62_f_nn_utt23,sugeng dalu,Samsung Galaxy A13
speaker62_f_nn_utt24,dompetku keri ning omah,Samsung Galaxy A13
speaker62_f_nn_utt25,kula ora gelem mangan,Samsung Galaxy A13
speaker62_f_nn_utt26,kula seneng ngrungokake musik sadurunge turu,Samsung Galaxy A13
speaker62_f_nn_utt27,matur nuwun wis nulungi kula dina iki,Samsung Galaxy A13
speaker62_f_nn_utt28,kula wis suwi ora ketemu karo kanca kanca sekolah,Samsung Galaxy A13
speaker62_f_nn_utt29,dheweke pinter banget yen ngomong ning ngarepan wong akeh,Samsung Galaxy A13
speaker62_f_nn_utt30,kula durung mangan saka esuk mau,Samsung Galaxy A13
speaker63_m_nn_utt01,kula badhe nglajengake makarya sawetawis wekdal,Iphone 11
speaker63_m_nn_utt02,panjenengan sageda lungguh rumiyin menawi kersa,Iphone 11
speaker63_m_nn_utt03,kula nyuwun tulung supados dipun cekakaken ringkesanipun,Iphone 11
speaker63_m_nn_utt04,mugi dinten panjenengan pinaringan kabegjan,Iphone 11
speaker63_m_nn_utt05,kula nembe nyiapake piranti kangge rapat enjing,Iphone 11
speaker63_m_nn_utt06,kula nyuwun idin ngirim berkas menika sapunika,Iphone 11
speaker63_m_nn_utt07,menawi boten keberatan panjenengan saged ngentosi sekedhap,Iphone 11
speaker63_m_nn_utt08,kula saweg nyimpen data engkang kakempal sadaya,Iphone 11
speaker63_m_nn_utt09,mugi panjenengan maringi pitedah kangge langkah salajengipun,Iphone 11
speaker63_m_nn_utt10,kula ajeng ngaturaken cathetan tambahan ing pungkasan,Iphone 11
speaker63_m_nn_utt11,kula saweg nyinau bab anyar supados langkung mangertos,Iphone 11
speaker63_m_nn_utt12,panjenengan sageda ndherek mirsani asilipun menawi sampun rampung,Iphone 11
speaker63_m_nn_utt13,kula badhe nyuwun pangestu sadurunge miwiti,Iphone 11
speaker63_m_nn_utt14,mugi panjenengan tansah pinaringan katentreman rahayu,Iphone 11
speaker63_m_nn_utt15,kula saweg nindakake panyusunan jadwal enggal,Iphone 11
speaker63_m_nn_utt16,menawi dipun caketaken asilipun saged langkung gamblang,Iphone 11
speaker63_m_nn_utt17,kula nyuwun pangapunten amargi taksih wonten kekirangan,Iphone 11
speaker63_m_nn_utt18,kula nembe nyusun layang panyuwunan resmi,Iphone 11
speaker63_m_nn_utt19,panjenengan saged paring wangsulan nalika sampun senggang,Iphone 11
speaker63_m_nn_utt20,kula badhe maringi kabar menawi sampun kaleksanan,Iphone 11
speaker63_m_nn_utt21,mugi sedaya lelampahan panjenengan kalampahan kanthi lancar,Iphone 11
speaker63_m_nn_utt22,kula nyuwun tulung supados dipun aturaken ing basa langkung prasaja,Iphone 11
speaker63_m_nn_utt23,kula ajeng nyiapake dhaptar kabutuhan kangge minggu ngajeng,Iphone 11
speaker63_m_nn_utt24,menawi wonten perkawis engkang kedah dipun tambahaken sumangga aturaken,Iphone 11
speaker63_m_nn_utt25,kula nyuwun supados dokumen punika dipun simpen kanthi tertib,Iphone 11
speaker63_m_nn_utt26,mugi proses menika saged rampung rikat lan trep,Iphone 11
speaker63_m_nn_utt27,kula saweg nglajengake panyuntingan kalih saking wingi,Iphone 11
speaker63_m_nn_utt28,panjenengan saged ngandharake gagasan enggal menawi sampun kasimpen,Iphone 11
speaker63_m_nn_utt29,kula nyuwun ringkesan cekakan supados saged dipun kirim dhateng tim,Iphone 11
speaker63_m_nn_utt30,mugi panjenengan pinaringan kalancaran nalika nglampahi pakaryan punika,Iphone 11
speaker64_f_nn_utt01,dina iki panas banget ya,
speaker64_f_nn_utt02,aku arep menyang pasar dhisik,
speaker64_f_nn_utt03,kowe wis mangan durung,
speaker64_f_nn_utt04,ayo ngopi bareng sore iki,
speaker64_f_nn_utt05,dheweke lagi sinau ing kamar,
speaker64_f_nn_utt06,omahmu adoh saka kene ta,
speaker64_f_nn_utt07,aku kangen karo kowe,
speaker64_f_nn_utt08,sepur mau telat teka,
speaker64_f_nn_utt09,bapakku kerja saben dino,
speaker64_f_nn_utt10,kowe seneng olahraga esuk yo,
speaker64_f_nn_utt11,aja lali nggawa payung awane kaya arep udan,
speaker64_f_nn_utt12,aku tuku roti lan susu ing warung,
speaker64_f_nn_utt13,bocah bocah padha dolanan ing lapangan,
speaker64_f_nn_utt14,sepedhaku banne bocor,
speaker64_f_nn_utt15,kowe katon apik dina iki,
speaker64_f_nn_utt16,mbiyen aku sekolah ing kutha iki,
speaker64_f_nn_utt17,ayo cepet mengko ketinggalan,
speaker64_f_nn_utt18,aku seneng maca buku bengi bengi,
speaker64_f_nn_utt19,kowe ngerti dalan menyang terminal,
speaker64_f_nn_utt20,ibuku lagi masak ing pawon,
speaker64_f_nn_utt21,sing sabar kabeh bakal apik,
speaker64_f_nn_utt22,dino minggu aku pengin istirahat wae,
speaker64_f_nn_utt23,aja banter banter ana wong turu,
speaker64_f_nn_utt24,sepedhamu anyar apik tenan,
speaker64_f_nn_utt25,aku seneng mangan pecel,
speaker64_f_nn_utt26,ayo sinau bareng kanggo ujian,
speaker64_f_nn_utt27,dino iki aku akeh tugas,
speaker64_f_nn_utt28,kowe bisa nulungi aku ora,
speaker64_f_nn_utt29,bocah cilik kuwi lucu,
speaker64_f_nn_utt30,matur nuwun wis nulungi aku,
speaker65_m_nn_utt01,aku arep tuku sayur neng pasar esuk esuk,Poco X7 Pro
speaker65_m_nn_utt02,kowe wis mangan durung dina iki,Poco X7 Pro
speaker65_m_nn_utt03,mbokne masak pindang iwak wingi sore,Poco X7 Pro
speaker65_m_nn_utt04,omahku cedhak karo sekolah desa,Poco X7 Pro
speaker65_m_nn_utt05,aja lali ngumbah piring sawise mangan,Poco X7 Pro
speaker65_m_nn_utt06,dina iki aku krasa kesel banget,Poco X7 Pro
speaker65_m_nn_utt07,bapak lunga kerja sakdurunge srengenge munggah,Poco X7 Pro
speaker65_m_nn_utt08,bocah cilik iku seneng dolanan bal balan,Poco X7 Pro
speaker65_m_nn_utt09,aku pengin sinau boso jowo luwih jero,Poco X7 Pro
speaker65_m_nn_utt10,mbiyen aku kerep dolan neng sawah bareng koncoku,Poco X7 Pro
speaker65_m_nn_utt11,omahe simbah adoh saka kutha,Poco X7 Pro
speaker65_m_nn_utt12,kowe iso nulungi aku nggawe tugas ora,Poco X7 Pro
speaker65_m_nn_utt13,dina senin aku bakal ujian matematika,Poco X7 Pro
speaker65_m_nn_utt14,ojo rame rame ono wong turu ing njero,Poco X7 Pro
speaker65_m_nn_utt15,iwak goreng iki rasane enak tenan,Poco X7 Pro
speaker65_m_nn_utt16,yen udan dalane gampang dadi licin,Poco X7 Pro
speaker65_m_nn_utt17,sepedaku banne bocor ing tengah dalan,Poco X7 Pro
speaker65_m_nn_utt18,aku kudu tuku pulsa kanggo telpon ibu,Poco X7 Pro
speaker65_m_nn_utt19,dhek wingi aku mlaku mlaku neng alun alun,Poco X7 Pro
speaker65_m_nn_utt20,es krim rasa coklat iku favoritku,Poco X7 Pro
speaker65_m_nn_utt21,aku krungu swara motor banter banget,Poco X7 Pro
speaker65_m_nn_utt22,yen ono masalah ayo dirembug bareng,Poco X7 Pro
speaker65_m_nn_utt23,aku arep sinau nyetir mobil minggu ngarep,Poco X7 Pro
speaker65_m_nn_utt24,pancen angel ngelingi kabeh aturan sekolah,Poco X7 Pro
speaker65_m_nn_utt25,mbakyuku seneng maca buku sejarah,Poco X7 Pro
speaker65_m_nn_utt26,dina sabtu aku rencana ngunjungi simbah,Poco X7 Pro
speaker65_m_nn_utt27,yen lapar masak mie wae luwih cepet,Poco X7 Pro
speaker65_m_nn_utt28,wektu cilik aku wedi karo asu,Poco X7 Pro
speaker65_m_nn_utt29,aku kudu tangi awan kanggo kerja kelompok,Poco X7 Pro
speaker65_m_nn_utt30,bareng bareng luwih gampang tinimbang dewekan,Poco X7 Pro
speaker66_m_nn_utt01,wingi aku mangan sega goreng karo bapak,
speaker66_m_nn_utt02,bapak ngombe kopi ireng sawise dhahar,
speaker66_m_nn_utt03,adhik bareng rencang rencange dolanan ball,
speaker66_m_nn_utt04,ibu ing dapur saged nggoreng tempe,
speaker66_m_nn_utt05,aku nulis layang kanggo sari,
speaker66_m_nn_utt06,sapi mangan suket,
speaker66_m_nn_utt07,kowe tuku klambi anyar,
speaker66_m_nn_utt08,wingi perutku lara bar mangan sambel,
speaker66_m_nn_utt09,alon alon waton kelakon,
speaker66_m_nn_utt10,witing tresna jalaran saka kulina,
speaker66_m_nn_utt11,aku nggarep pr matematika mau bengi,
speaker66_m_nn_utt12,aku tuku hp anyar wingi sore,
speaker66_m_nn_utt13,siti nyuci klambi saben minggu,
